Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,DAL,DAL,DAL,DAL,DAL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,LLY,LLY,LLY,LLY,LLY,MAR,MAR,MAR,MAR,MAR,MCD,MCD,MCD,MCD,MCD,META,META,META,META,META,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,ORCL,ORCL,ORCL,ORCL,ORCL,PLTR,PLTR,PLTR,PLTR,PLTR,TSLA,TSLA,TSLA,TSLA,TSLA,WMT,WMT,WMT,WMT,WMT,XOM,XOM,XOM,XOM,XOM
Metric,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02,269.7575988769531,270.2371306501278,258.9676766447768,259.7869174093499,73913400,69.08000183105469,69.5,66.08000183105469,66.75,10090600,343.69000244140625,344.8299865722656,335.6300048828125,336.2200012207031,32006100,946.3300170898438,949.4400024414062,912.0800170898438,932.1300048828125,1802000,308.1400146484375,309.29998779296875,301.3699951171875,304.4599914550781,9839400,1042.3902587890625,1055.6481606889793,1035.841130669736,1035.841130669736,2757100,319.2900085449219,321.1000061035156,314.260009765625,316.45001220703125,978500,318.5299987792969,319.5199890136719,315.2099914550781,319.0,3309800,706.4099731445312,721.2999877929688,703.52001953125,714.5999755859375,14365200,423.3699951171875,430.739990234375,422.25,430.239990234375,42219900,82.76000213623047,85.2699966430664,82.72000122070312,83.52999877929688,41445300,160.05999755859375,171.1999969482422,160.0,170.9199981689453,47421000,147.75999450683594,151.39999389648438,146.6540069580078,150.94000244140625,72811100,421.80999755859375,427.1499938964844,414.5,421.2900085449219,58739500,124.05999755859375,124.19999694824219,119.05000305175781,119.5,31210100,137.48361206054688,139.39091258721533,137.14586692556136,138.9041515460256,27735600
2026-02-03,269.22808837890625,271.6258386480508,267.3598109321867,268.9483513556569,64394700,70.44000244140625,71.4800033569336,69.52999877929688,69.8499984741211,10014800,339.7099914550781,349.0,337.4700012207031,347.3399963378906,36506700,938.989990234375,964.5,919.0599975585938,949.5,2321900,314.8500061035156,316.25,309.1000061035156,309.7300109863281,12688000,1001.7880249023438,1047.0525047600147,991.9244823985568,1039.0158691798135,5483900,318.4200134277344,322.8599853515625,316.07000732421875,316.5400085449219,1263800,319.4800109863281,322.8900146484375,315.510009765625,315.510009765625,4043400,691.7000122070312,717.0,686.4099731445312,707.3699951171875,13760700,411.2099914550781,422.04998779296875,408.55999755859375,422.010009765625,61424100,79.94000244140625,82.44999694824219,79.62000274658203,82.2300033569336,49789000,154.6699981689453,159.3800048828125,151.89999389648438,158.25999450683594,43260100,157.8800048828125,165.0780029296875,153.1199951171875,165.0500030517578,113169200,421.9599914550781,428.55999755859375,413.69000244140625,424.2699890136719,56886500,127.70999908447266,128.1699981689453,123.6500015258789,123.6500015258789,32018700,142.7783203125,144.04984387155233,137.39420942637852,137.7220262255062,37577800
2026-02-04,276.23150634765625,278.68922850453845,272.03545112075,272.03545112075,90545700,70.86000061035156,71.94000244140625,68.4000015258789,70.58999633789062,9912000,333.0400085449219,343.30999755859375,328.5199890136719,342.9599914550781,70618400,913.2999877929688,944.1599731445312,893.7999877929688,937.1199951171875,3561900,317.2699890136719,319.30999755859375,314.4100036621094,314.4100036621094,9848800,1105.2752685546875,1112.1438097047399,1063.2254554179067,1073.3285882041025,7119400,324.55999755859375,329.7799987792969,320.3900146484375,321.3500061035156,2069100,323.69000244140625,326.95001220703125,319.70001220703125,321.1099853515625,4805900,668.989990234375,688.8300170898438,667.4600219726562,687.72998046875,16882800,414.19000244140625,419.79998779296875,409.239990234375,411.0,45012400,80.16000366210938,81.44000244140625,79.2300033569336,79.98999786376953,48963200,146.6699981689453,153.94000244140625,144.42999267578125,153.88999938964844,42323400,139.5399932861328,155.85000610351562,135.67999267578125,155.41000366210938,113199500,406.010009765625,423.8999938964844,399.17999267578125,420.4599914550781,74606900,128.0,129.41000366210938,127.08999633789062,128.1300048828125,27531800,146.61276245117188,146.86110713253416,143.16573706124296,143.16573706124296,29426200
2026-02-05,275.6520690917969,279.2387093202658,272.97458180817284,277.86999494352693,52977400,69.77999877929688,71.0,69.20999908447266,70.41000366210938,5655000,331.25,332.69000244140625,306.4599914550781,312.2200012207031,88205800,890.4099731445312,910.8300170898438,876.719970703125,901.6699829101562,3214300,310.1600036621094,316.010009765625,305.5400085449219,315.0,9388000,1019.1390380859375,1073.2087664284886,1004.1540389560342,1063.7245959344693,7742400,326.45001220703125,326.92999267578125,320.3999938964844,324.3299865722656,1351200,323.4800109863281,328.05999755859375,322.95001220703125,325.0799865722656,3936800,670.2100219726562,681.5,653.5,663.5800170898438,17131800,393.6700134277344,408.29998779296875,392.32000732421875,407.44000244140625,66289200,80.87000274658203,83.30000305175781,80.54000091552734,81.48999786376953,54805700,136.47999572753906,146.5500030517578,135.25,145.60000610351562,42789000,130.00999450683594,137.97999572753906,128.32000732421875,136.82000732421875,93690800,397.2099914550781,402.1000061035156,387.5299987792969,397.0199890136719,72819800,126.94000244140625,129.60000610351562,126.55999755859375,128.5800018310547,30517800,145.11277770996094,145.75846787035985,142.84787524629766,145.60946711265478,18431700
2026-02-06,277.8599853515625,280.6473855638201,276.67109542368036,276.8609202349588,50453400,75.3499984741211,75.66000366210938,70.26000213623047,70.4800033569336,13466800,322.8599853515625,330.3800048828125,319.9200134277344,327.17999267578125,56380500,928.75,931.77001953125,907.22998046875,907.8699951171875,2473200,322.3999938964844,324.25,314.7099914550781,314.7099914550781,17797400,1056.4168701171875,1058.2537701099634,1031.5483420719536,1054.2404489023675,4887100,333.239990234375,333.9599914550781,326.0,326.3999938964844,1415300,327.1600036621094,327.5400085449219,321.239990234375,322.8999938964844,2831900,661.4600219726562,671.989990234375,646.5,665.489990234375,18159300,401.1400146484375,401.7900085449219,392.9200134277344,399.1700134277344,53515300,82.19999694824219,82.48999786376953,80.6500015258789,81.0199966430664,46154100,142.82000732421875,143.1999969482422,138.91000366210938,139.75,29962400,135.89999389648438,137.68699645996094,132.35000610351562,135.3300018310547,62661400,411.1099853515625,414.54998779296875,397.75,400.8699951171875,62677100,131.17999267578125,131.6999969482422,127.05000305175781,127.29000091552734,26593400,148.0631103515625,148.57967156189628,145.12270249015177,145.64919203150373,17216000
2026-02-09,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400,75.0,75.72000122070312,74.5,75.19999694824219,7613200,324.32000732421875,327.70001220703125,317.260009765625,320.92999267578125,39640100,943.6199951171875,949.0,927.1099853515625,929.0,2322600,322.1000061035156,326.3999938964844,320.1099853515625,321.3399963378906,11477500,1042.9293212890625,1105.0954590778042,1041.1822372955721,1075.2952221907908,3423800,331.2099914550781,332.07000732421875,326.1300048828125,331.25,2357500,325.6000061035156,327.32000732421875,323.17999267578125,325.94000244140625,2673900,677.219970703125,683.3099975585938,658.780029296875,663.1799926757812,14837500,413.6000061035156,414.8900146484375,400.8699951171875,404.8500061035156,45480500,81.47000122070312,82.20999908447266,79.87000274658203,82.18000030517578,42200200,156.58999633789062,159.75,147.0,148.49000549316406,49936500,142.91000366210938,145.8699951171875,134.7760009765625,136.5800018310547,58042500,417.32000732421875,421.25,407.2900085449219,409.9100036621094,54484300,129.02000427246094,131.7899932861328,128.08999633789062,131.4199981689453,27197300,150.20880126953125,150.54654639275728,147.64588238117187,148.27170066061862,21297300
2026-02-10,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900,74.45999908447266,75.4800033569336,74.44000244140625,74.62999725341797,6635000,318.5799865722656,321.6700134277344,314.6099853515625,320.9700012207031,39170000,948.989990234375,961.8300170898438,929.9299926757812,945.7000122070312,3324900,318.2799987792969,326.1300048828125,315.1199951171875,322.54998779296875,9902200,1023.2921142578125,1053.891068681929,1022.1739853100805,1048.9093929189444,3539400,359.3500061035156,363.5400085449219,347.3599853515625,349.9100036621094,4006200,325.9700012207031,328.0,323.510009765625,325.42999267578125,3502900,670.719970703125,680.6500244140625,669.7899780273438,677.5999755859375,10455800,413.2699890136719,423.67999267578125,412.70001220703125,419.6199951171875,44857900,82.20999908447266,84.66000366210938,82.08999633789062,82.72000122070312,43595800,159.88999938964844,165.38999938964844,156.9600067138672,160.0,40092200,139.50999450683594,145.55999755859375,137.77000427246094,144.96499633789062,56061300,425.2099914550781,427.25,417.0,418.0799865722656,64450200,126.69999694824219,129.33999633789062,126.38999938964844,128.94000244140625,24662000,150.58628845214844,150.77503284913647,148.82801889209236,150.34788724143306,15800300
2026-02-11,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300,71.41999816894531,76.38999938964844,70.87000274658203,75.08999633789062,9527800,310.9599914550781,321.05999755859375,309.6600036621094,318.9700012207031,45406400,944.5900268554688,968.1300048828125,931.280029296875,950.6400146484375,2654300,310.82000732421875,325.2799987792969,308.7300109863281,323.239990234375,8703500,1013.5184326171875,1028.3835759089682,1010.932721382885,1024.789598766948,2599900,358.75,367.7300109863281,355.0,358.6300048828125,2492000,323.2099914550781,325.20001220703125,320.80999755859375,323.5799865722656,4553200,668.6900024414062,679.27001953125,657.0999755859375,674.0,14323800,404.3699951171875,416.4599914550781,401.010009765625,416.17999267578125,42491000,79.62000274658203,82.4800033569336,79.44999694824219,81.95999908447266,40840300,157.16000366210938,163.66000366210938,154.0,163.66000366210938,24538900,135.67999267578125,139.25,132.9499969482422,139.02499389648438,52796100,428.2699890136719,436.3500061035156,420.0299987792969,427.9599914550781,57362000,128.77000427246094,129.74000549316406,126.62999725341797,126.69999694824219,19232100,154.52999877929688,155.89092284145423,152.55318473124476,152.95053017548196,23091500
2026-02-12,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200,69.5,72.61000061035156,67.7300033569336,72.0,9989100,309.0,316.239990234375,307.20001220703125,312.0899963378906,47761300,904.5499877929688,968.3900146484375,903.97998046875,956.1699829101562,3188700,302.6400146484375,313.6199951171875,300.0199890136719,312.2799987792969,13443400,1036.5400390625,1058.0740451962174,1010.3137910163625,1023.1623419622201,3592200,355.0799865722656,370.0,352.54998779296875,361.9800109863281,1873500,332.0799865722656,333.3800048828125,320.1499938964844,329.8299865722656,6499700,649.8099975585938,676.0,645.280029296875,669.969970703125,14960100,401.8399963378906,406.20001220703125,398.010009765625,405.0,40802400,75.86000061035156,79.1500015258789,75.2300033569336,79.11000061035156,73516100,156.47999572753906,159.0399932861328,152.5,157.92999267578125,23285400,129.1300048828125,135.88999938964844,126.55999755859375,135.36000061035156,74090600,417.07000732421875,436.2300109863281,414.0,430.29998779296875,61933400,133.63999938964844,134.49000549316406,129.30999755859375,129.3800048828125,33382700,149.92999267578125,155.25,149.8800048828125,153.88999938964844,30652500
2026-02-13,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700,69.0,70.54000091552734,68.33999633789062,69.79000091552734,7381300,305.7200012207031,308.6300048828125,303.7099914550781,307.7300109863281,38499700,905.1400146484375,905.989990234375,869.0,894.4099731445312,2623000,302.54998779296875,304.2900085449219,296.5199890136719,298.5199890136719,9114500,1040.0,1064.3399658203125,1033.68994140625,1039.97998046875,2698700,353.8900146484375,359.0799865722656,350.17999267578125,353.3500061035156,1590900,327.5799865722656,335.6700134277344,326.5299987792969,332.5,3587900,639.77001953125,651.4299926757812,634.5700073242188,645.0999755859375,12336400,401.32000732421875,405.5400085449219,398.04998779296875,404.45001220703125,34091600,76.87000274658203,77.18000030517578,75.52999877929688,76.13999938964844,42292100,160.13999938964844,162.3000030517578,155.2899932861328,159.25,18597000,131.41000366210938,133.55999755859375,126.23300170898438,127.9000015258789,49438100,417.44000244140625,424.05999755859375,410.8800048828125,414.30999755859375,51434100,133.88999938964844,134.64999389648438,131.75,132.6999969482422,24131200,148.4499969482422,151.66000366210938,147.97999572753906,150.5500030517578,20166000
2026-02-17,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100,70.8499984741211,71.4000015258789,69.44999694824219,69.5,6936100,302.0199890136719,304.44000244140625,296.25,300.0400085449219,39247600,916.0399780273438,921.5499877929688,905.6799926757812,907.72998046875,2008500,307.1300048828125,308.239990234375,302.5,302.760009765625,8896800,1036.050048828125,1067.0,1034.8800048828125,1045.6099853515625,2984600,359.94000244140625,361.75,354.8399963378906,354.95001220703125,2160000,327.6199951171875,332.0799865722656,325.0,330.0,3367200,639.2899780273438,642.5999755859375,628.7999877929688,639.5,12674700,396.8599853515625,400.5199890136719,394.5299987792969,399.2200012207031,32078800,77.0,77.87000274658203,75.30000305175781,76.91999816894531,35961500,153.97000122070312,159.27999877929688,152.8800048828125,157.97999572753906,19610800,133.02000427246094,134.32000732421875,127.29000091552734,128.89500427246094,48407100,410.6300048828125,413.7200012207031,400.510009765625,412.3599853515625,59678800,128.85000610351562,134.69000244140625,128.16000366210938,133.11000061035156,37995900,146.19000244140625,149.1300048828125,145.14999389648438,148.1999969482422,19766600
2026-02-18,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300,71.11000061035156,71.72000122070312,68.0,69.18000030517578,7742200,303.3299865722656,305.3800048828125,301.25,302.0899963378906,28482100,933.72998046875,947.7000122070312,919.97998046875,921.5800170898438,1864900,308.7799987792969,312.2799987792969,307.2200012207031,308.4599914550781,7209600,1020.5599975585938,1037.5400390625,1011.3099975585938,1032.3599853515625,3236900,356.0,360.1700134277344,352.8599853515625,355.5299987792969,1917000,327.8900146484375,328.79998779296875,323.8299865722656,327.2699890136719,3661800,643.219970703125,645.0,628.1500244140625,633.7999877929688,14649200,399.6000061035156,402.55999755859375,396.32000732421875,398.1300048828125,23223400,77.98999786376953,78.31999969482422,76.27999877929688,77.31999969482422,29883100,156.1699981689453,157.3000030517578,151.3699951171875,154.41000366210938,14801100,135.3800048828125,140.96299743652344,134.8699951171875,135.88999938964844,59677100,411.32000732421875,416.8999938964844,409.5799865722656,411.1099853515625,45921400,126.62000274658203,128.8699951171875,125.7699966430664,128.1300048828125,36485000,150.67999267578125,150.97999572753906,147.61000061035156,148.14999389648438,19849700
2026-02-19,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300,67.44000244140625,69.98999786376953,67.23999786376953,69.94999694824219,8628200,302.8500061035156,305.4700012207031,300.0400085449219,301.82000732421875,25834400,916.6500244140625,929.6599731445312,906.489990234375,925.0,1974200,308.04998779296875,309.17999267578125,305.1199951171875,307.1700134277344,6737700,1023.219970703125,1025.22998046875,1007.0,1010.8200073242188,2145800,349.8900146484375,354.9100036621094,349.3299865722656,353.19000244140625,1734500,327.1099853515625,333.0,326.95001220703125,328.4599914550781,4032300,644.780029296875,647.1900024414062,636.719970703125,638.5700073242188,10035700,398.4599914550781,404.42999267578125,396.6700134277344,400.69000244140625,28234000,77.0,78.69999694824219,76.58999633789062,77.75,30139200,156.5399932861328,160.0800018310547,155.77000427246094,157.19000244140625,14976300,134.88999938964844,136.16000366210938,131.00999450683594,132.30999755859375,42197200,411.7099914550781,415.25,404.1099853515625,407.25,51019600,124.87000274658203,130.10000610351562,124.4000015258789,128.5,42993300,150.97000122070312,153.3800048828125,150.83999633789062,152.1999969482422,20305000
2026-02-20,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42044900,69.44000244140625,69.91999816894531,66.8499984741211,67.30999755859375,7664100,314.9800109863281,316.5,303.8999938964844,304.32000732421875,53180700,922.239990234375,922.3699951171875,900.5700073242188,912.5499877929688,2009100,310.7900085449219,311.0,305.67999267578125,308.3999938964844,7790700,1009.52001953125,1028.6500244140625,1002.4600219726562,1023.8599853515625,3247500,347.92999267578125,352.6099853515625,345.0400085449219,347.4100036621094,2276700,329.2300109863281,330.2799987792969,325.9599914550781,328.0299987792969,3862700,655.6599731445312,663.3499755859375,638.780029296875,639.6900024414062,14166900,397.2300109863281,400.1199951171875,395.1600036621094,396.1099853515625,33960000,78.66999816894531,78.8499984741211,76.4000015258789,76.61000061035156,32368200,148.0800018310547,153.99000549316406,147.38999938964844,153.3000030517578,29544400,135.24000549316406,136.2100067138672,131.1699981689453,132.36500549316406,53627800,411.82000732421875,414.70001220703125,405.5,408.29998779296875,57843900,122.98999786376953,123.4800033569336,121.05000305175781,123.0,35118900,147.27999877929688,150.80999755859375,146.4600067138672,150.49000549316406,25899900
